type	index	image	question	A	B	C	D	answer
sdt	1601	data/figure/sdt/2024-05-08--农牧饲渔-秋乐种业-玉米种优质企业，新品种助力业务稳增长_page13_表3玉米市场供过于求.jpg	根据表格数据，2013年至2023年期间，哪一年的制种产量与需种量之差最大？	2013年	2016年	2023年	2018年	C
sdt	1602	data/figure/sdt/2024-05-07--化学制品-聚胶股份-卫材热熔胶全球破局者，海外扩张稳步推进_page28_表9假设主要原材料价格以5的幅度变动下公司毛利率敏感性分析.jpg	假设公司当前的毛利率为25%，根据表格数据，如果矿物油/石油树脂的价格从0.95上升到1.10，毛利率将降至多少？	17%	18%	19%	20%	A
sdt	1603	data/figure/sdt/2024-05-07--化学制品-聚胶股份-卫材热熔胶全球破局者，海外扩张稳步推进_page21_表4全球一次性卫生用品热熔胶用量测算.jpg	根据表格数据，2021年至2026年热熔胶消耗量的年均增长率是多少？	5%	7%	9%	11%	B
sdt	1604	data/figure/sdt/2024-05-03--电池-蔚蓝锂芯-锂电池业务逐季恢复，应用领域扩展拉动需求_page1_表1分业务收入及毛利率.jpg	根据表格数据，2025年金属物流业务的收入预计为2419.54百万元，增速为0.0%，请问2024年金属物流业务的收入是多少？	2419.54百万元	2419.55百万元	2419.56百万元	2419.57百万元	A
sdt	1605	data/figure/sdt/2024-05-01--保险-新华保险-2024年一季报点评：价值增速跑赢上市同业，季度信息披露大幅丰富_page1_表1新华保险新准则业绩分析单位百万元.jpg	根据表格数据，2023年第一季度的保险服务收入同比减少了多少百分比？	-4.40%	-6.50%	-5.50%	-13.40%	B
sdt	1606	data/figure/sdt/2024-04-26--工程机械-长盛轴承-基本盘经营稳健，新领域成长潜力大_page1_表1分业务收入及毛利率.jpg	根据表格数据，2023年金属塑料聚合物自润滑卷制轴承的收入为365.61百万元，增速为9.03%，毛利率为49.31%。请问2024年的预计收入是多少？	457.01百万元	571.26百万元	714.07百万元	643.24百万元	A
sdt	1607	data/figure/sdt/2024-04-21--汽车零部件-多利科技-行业景气叠加一体化压铸的持续推进，公司业绩预期向好_page2_表1收入成本拆分.jpg	假设2024年营业总收入为488,770.01百万元，比2023年增长了24.9%，那么2023年的营业总收入是多少？	391,254百万元	391,254.01百万元	391,254.02百万元	391,254.03百万元	A
sdt	1608	data/figure/sdt/2024-04-19--化学制品-山东赫达-山东赫达深度报告：国内纤维素醚龙头，全球化布局成长可期_page23_附表1公司分业务增速与毛利预测单位百万元人民币.jpg	根据预测，2024年纤维素醚的收入增速为39.75%，植物胶囊的收入增速为67.27%，请问哪项业务在2024年的收入增长更快？	纤维素醚	植物胶囊	其他	无法确定	B
sdt	1609	data/figure/sdt/2024-04-18--电网设备-中熔电气-国内电力熔断器龙头，海外+800V打开增长空间_page21_表10全球新能源汽车电力熔断器市场空间预测亿元.jpg	2024年非800V熔断器单车价值量与800V熔断器单车价值量的差额是多少元？	133	143	123	113	B
sdt	1610	data/figure/sdt/2024-04-16--电池-宁德时代-2024年一季报点评：业绩持续超预期，龙头尽显风范_page3_图3公司动力及储能业务拆分.jpg	动力系统在23Q2的均价（含税）相比23Q1下降了多少元/wh？	0.08	0.07	0.06	0.05	A
sdt	1611	data/figure/sdt/2024-04-15--中药-马应龙-百年肛肠品牌开拓边界，结构优化未来可期_page5_表1分业务收入及毛利率.jpg	假设2023年医疗服务的毛利率为13.7%，2024年预计增长至13.5%，请问2024年医疗服务的毛利润是多少？	0.53亿元	0.56亿元	0.58亿元	0.60亿元	A
sdt	1612	data/figure/sdt/2024-04-15--家用轻工-致欧科技-高效供应链造就性价比，“线上宜家”出海正当时_page16_表7致欧科技各渠道收入结构.jpg	根据表格数据，2020年B2C业务收入增速为62.9%，请问2020年B2C业务收入是多少亿元？	32.9	48.2	20.2	15.1	A
sdt	1613	data/figure/sdt/2024-04-15--家用轻工-致欧科技-高效供应链造就性价比，“线上宜家”出海正当时_page14_表5中国出口至欧洲美国市场份额变化出口金额前20品类.jpg	根据图表，美国市场中哪类产品在2017-2022年份额变化最大？	杂项制品（含各类小商品）	玩具、游戏品、运动用品	跨境电商 B2B 简化申报产品	贱金属工具及零件	A
sdt	1614	data/figure/sdt/2024-04-11--通用设备-华锐精密-华锐精密首次覆盖：国内数控刀具领军企业，产能释放+渠道拓展共驱长期成长_page20_表5国内外刀具产品材料性能对比.jpg	比较PVD和CVD涂层刀片的大载荷划痕(LC3)值，哪种类型的整体表现更好？	PVD	CVD	两者相同	无法确定	B
sdt	1615	data/figure/sdt/2024-04-11--软件开发-思维列控-业绩稳步增长，有望持续受益于铁路设备更替_page1_表1公司分业务收入及毛利率预测.jpg	其他业务在2023年的收入为31.44百万元，增速为1.81%，如果2024年收入为34.58百万元，请问2024年的增速是多少？	10.00%	11.00%	12.00%	13.00%	A
sdt	1616	data/figure/sdt/2024-04-11--中药-济川药业-Q4业绩超预期，分红率再度提高_page1_图表2济川药业分季度财务指标变化单位百万元.jpg	根据2022年第三季度至2023年第一季度的数据，济川药业的归母净利润同比增长率分别为37.89%、29.39%和16.44%。如果2023年第二季度的归母净利润为663.09百万元，且同比增长率为52.65%，那么2022年第二季度的归母净利润约为多少？	434.38百万元	435.38百万元	436.38百万元	437.38百万元	A
sdt	1617	data/figure/sdt/2024-04-08--通用设备-华光新材-公司年报点评：23年归母净利润0.42亿元，同比增长377.19%，拓展电子和新能源汽车赛道_page1_表1华光新材分业务盈利预测.jpg	假设2025年银浆的销售收入增长率为20%，那么2025年的银浆销售收入将是多少百万元？	210.94	211.94	212.94	213.94	A
sdt	1618	data/figure/sdt/2024-04-07--电子元件-伊戈尔-业绩符合预期，变压器出海加速_page1_表1分业务收入及毛利率.jpg	根据表格数据，2024年能源产品的收入预计为3407.9百万元，增速为29.75%，请问2025年的收入预计是多少？	4333.0百万元	4300.0百万元	4350.0百万元	4320.0百万元	A
sdt	1619	data/figure/sdt/2024-04-07--医疗器械-新华医疗-聚焦主业夯实竞争力，结构优化提质量_page1_表公司各业务板块盈利预测.jpg	根据表格数据，2023年医疗器械制造的毛利润为多少？	1701.02百万元	2078.6百万元	2467.2百万元	2927.0百万元	A
sdt	1620	data/figure/sdt/2024-04-05--小金属-金力永磁-2023年年报点评：穿越稀土周期，下游多维布局发展_page2_图5单季度财务数据.jpg	如果以2023年Q4的营业收入为基准，计算2023年Q3的营业收入增长率是多少？	-1.00%	-0.50%	-1.50%	-2.00%	A
sdt	1621	data/figure/sdt/2024-04-01--采掘行业-海油工程-深度报告：油气行业景气度回暖，海工龙头有望充分受益_page25_表9可比公司PE数据对比.jpg	如果以2022年的实际市盈率（PE）为基准，哪家公司在2025年的预期市盈率下降幅度最大？	石化油服	中曼石油	海油发展	杰瑞股份	B
sdt	1622	data/figure/sdt/2024-04-01--家电行业-美的集团-营收业绩双增，分红历史新高_page1_表1分业务收入及毛利率.jpg	2025年机器人及自动化系统的营业成本预计为多少百万元？	31,533.28	36,023.12	41,765.90	48,030.80	A
sdt	1623	data/figure/sdt/2024-03-31--有色金属-中国铝业-铝产业链一体布局，深耕主业迈向全球_page13_图表24中国铝业铝土矿布局.jpg	假设平果矿在2023年的产量保持不变，计算其剩余可开采年限为多少年？	7.7	8.5	9.2	10	A
sdt	1624	data/figure/sdt/2024-03-31--有色金属-中国铝业-铝产业链一体布局，深耕主业迈向全球_page16_图表29可比公司估值对比.jpg	根据图表，如果中国铝业的股价在2024年达到8.5元，其PE值将变为多少？	13.79	14.41	15.79	16.27	A
sdt	1625	data/figure/sdt/2024-03-29--化肥行业-云天化-2023年报点评：化肥价格下降影响利润，镇雄磷矿进一步提升公司资源保障能力_page4_表1云天化主要产品季度经营数据.jpg	从2022年第一季度到2023年第四季度，复合肥的总营收增长了多少亿元？	3.52亿元	4.78亿元	6.21亿元	7.94亿元	C
sdt	1626	data/figure/sdt/2024-03-29--化肥行业-云天化-2023年报点评：化肥价格下降影响利润，镇雄磷矿进一步提升公司资源保障能力_page4_表2主要产品市场价格变化情况元吨.jpg	根据表格数据，2023Q4磷酸一铵的价格比2022Q1上涨了多少元？	1972元	2052元	2172元	2292元	B
sdt	1627	data/figure/sdt/2024-03-27--食品饮料-乖宝宠物-宠食国货翘楚，乘风破浪突围_page27_表9盈利预测.jpg	根据表格数据，2022年零食业务的收入增长率与主粮业务的收入增长率相比，哪个更高？	零食业务	主粮业务	两者相同	无法确定	A
sdt	1628	data/figure/sdt/2024-03-20--半导体-扬杰科技-功率龙头有望进入边际改善周期_page14_图表3220212027年SiC器件各市场规模预测.jpg	根据图表，2021年到2027年SiC器件市场规模的复合年增长率（CAGR）为多少？	33.95%	39.21%	27.84%	16.10%	A
sdt	1629	data/figure/sdt/2024-03-25--化肥行业-藏格矿业-2023年年报点评：碳酸锂成本优势维持，公司维持高分红_page1_图1公司分季度业绩拆分情况百万元.jpg	根据2023年四个季度的数据，计算2023Q4的营业收入与2023Q1的营业收入之差是多少？	-337.1百万	-337.10%	337.1百万	337.10%	A
sdt	1630	data/figure/sdt/2024-03-25--化肥行业-藏格矿业-2023年年报点评：碳酸锂成本优势维持，公司维持高分红_page3_图4藏格矿业季度费用情况.jpg	2023年Q2的研发费用与Q1相比，增加了多少百万元？	0.48	0.58	0.68	0.78	A
sdt	1631	data/figure/sdt/2024-03-24--文化传媒-上海电影-具备稀缺IP及开发能力，成长潜力有望逐步兑现_page9_表32023年TOP10院线票房及运营效率对比.jpg	根据图中数据，计算万达院线的票房同比增速与中影数字的票房同比增速之差是多少？	14%	8%	10%	6%	A
sdt	1632	data/figure/sdt/2024-03-24--银行-常熟银行-详解常熟银行2023年报：净利润同比增19.6%；业绩增长韧性较强_page3_图表7常熟银行存贷款增长情况.jpg	计算2023年第一季度个人贷款与对公贷款的差额，并选择正确的答案。	-2287百万	2287百万	-6462百万	6462百万	A
sdt	1633	data/figure/sdt/2024-03-24--银行-常熟银行-详解常熟银行2023年报：净利润同比增19.6%；业绩增长韧性较强_page3_图表8常熟银行生息资产和计息负债增速和结构情况.jpg	根据图表，2023年4Q的贷款环比增速为多少？	1.80%	5.70%	5.00%	3.30%	A
sdt	1634	data/figure/sdt/2024-03-23--化学制品-信德新材-公司首次覆盖报告：负极包覆材料翘楚，一体化奠定竞争优势_page10_表620202021信德新材在江西紫宸包覆材料供货中占比超bf60.jpg	根据2021年数据，江西紫宸的负极包覆材料添加量为多少？	12.97%	11.88%	10.21%	11%	A
sdt	1635	data/figure/sdt/2024-03-20--美容护理-润本股份-驱蚊赛道国货龙头，婴童护理业务打开增长空间_page5_表320202022年公司线上渠道主要店铺销售信息.jpg	比较润本京东自营官方旗舰店和润本官方特卖旗舰店在2022年的毛利率，哪一家更高？	润本京东自营官方旗舰店	润本官方特卖旗舰店	两者相同	无法确定	A
sdt	1636	data/figure/sdt/2024-03-20--半导体-扬杰科技-功率龙头有望进入边际改善周期_page23_图表59FCFF估值敏感性测试.jpg	在WACC为5.90%的情况下，永续增长率从1.06%增加到2.74%，FCFF估值增加了多少？	增加了24.38	增加了22.38	增加了26.38	增加了20.38	A
sdt	1637	data/figure/sdt/2024-03-20--半导体-扬杰科技-功率龙头有望进入边际改善周期_page22_图表56公司营收测算汇总亿元.jpg	在2022年，半导体芯片的毛利率为34.15%，而半导体硅片的毛利率为27.97%，两者相差多少个百分点？	6.18	7.18	8.18	9.18	A
sdt	1638	data/figure/sdt/2024-03-19--仪器仪表-容知日新-智能运维百亿蓝海，行业龙头领跑掘金_page46_图表75公司盈利预测.jpg	根据表格数据，2021年风力发电的毛利率为多少？	53.32%	54.15%	53.00%	52.00%	B
sdt	1639	data/figure/sdt/2024-03-18--通用设备-中集集团-全球集装箱龙头，集装箱需求回暖共振海工复苏_page18_表42021年PCTC船东全球格局.jpg	如果将排名前三的船东现有运力（艘）相加，其总和与排名第四至第六的船东现有运力（艘）总和相比，哪个更大？	排名前三的船东总和更大	排名第四至第六的船东总和更大	两者相等	无法确定	A
sdt	1640	data/figure/sdt/2024-03-18--通用设备-中集集团-全球集装箱龙头，集装箱需求回暖共振海工复苏_page28_表8公司盈利预测假设.jpg	如果2024年物流服务业务的主营业务收入增长率为5%，那么其2024年的主营业务收入将是多少百万元？	180	179.6	183.58	185.58	C
sdt	1641	data/figure/sdt/2024-03-17--食品饮料-欧福蛋业-国内蛋液行业第一品牌，发力预制品开拓增长空间_page17_表7分业务收入及毛利率.jpg	根据表格数据，2023年蛋液的毛利率预计为多少？	10.10%	11.50%	12.00%	16.00%	B
sdt	1642	data/figure/sdt/2024-03-16--食品饮料-东鹏饮料-东鹏展翅划出第二曲线，泛饮料品类平台踏新程_page27_图表41东鹏饮料与可比公司估值对比.jpg	根据图表，食品饮料可比头部公司金龙鱼在2023年的PE倍数为50.38x，其EPS为0.63元，请计算金龙鱼的股价。	31.68元	32.68元	30.68元	33.68元	A
sdt	1643	data/figure/sdt/2024-03-15--家电行业-飞科电器-双品牌交接基本完成，毛利率改善明显_page1_表1分业务收入及毛利率.jpg	根据表格数据，2023年飞科电器其他产品的营业收入为180.27百万元，营业成本为95.26百万元，如果2024年其他产品营业收入增长20%，且营业成本增长20%，那么2024年其他产品的毛利率将变为多少？	47.16%	48.00%	49.00%	50.00%	B
sdt	1644	data/figure/sdt/2024-03-14--燃气-新天然气-新天然气：国内稀缺的煤层气标的，马必、紫金山放量助力高成长_page15_表2中国天然气供需平衡表.jpg	2022年进口LNG的增量为多少亿方，与2021年相比变化了多少？	-217亿方	165亿方	110亿方	80亿方	A
sdt	1645	data/figure/sdt/2024-03-13--物流行业-东航物流-航线资源与区位优势明显，跨境电商物流构建第二增长极_page8_表1中国主要货运航司的机队情况架.jpg	根据表格数据，中国国际货运航空有限公司的窄体和宽体飞机总数是多少？	13	14	17	20	A
sdt	1646	data/figure/sdt/2024-03-13--医药商业-九州通-医药流通领域民营龙头，创新战略落地有望迎来估值重塑_page27_图表43公司估值与同类公司相比具备性价比.jpg	根据表格数据，哪一家公司在2025年的预期归母净利润增速与2024年相比下降最多？	国药控股	上海医药	华润医药	百洋医药	B
sdt	1647	data/figure/sdt/2024-03-11--非金属材料-中科电气-锂电负极头部企业，盈利能力持续改善_page7_图表10锂离子电池内部结构.jpg	根据图表，哪种材料的克容量范围最大？	天然石墨	人造石墨	中间相碳微球	石墨烯	D
sdt	1648	data/figure/sdt/2024-03-11--非金属材料-中科电气-锂电负极头部企业，盈利能力持续改善_page9_图表13锂电负极市场空间测算.jpg	2022年全球消费电池出货量相比2021年增长了多少百分比？	15%	-3%	5%	70%	A
sdt	1649	data/figure/sdt/2024-03-11--生物制品-英诺特-呼吸道病原体POCT快检龙头，持续稳健增长可期_page24_图表4120242025年公司业绩有望高速增长.jpg	2022年POCT诊断仪器收入相较于2021年的变化率是多少？	-94.70%	5.00%	0.20%	0.00%	A
sdt	1650	data/figure/sdt/2024-03-11--生物制品-英诺特-呼吸道病原体POCT快检龙头，持续稳健增长可期_page25_图表42公司20242025年PE值低于行业平均.jpg	如果以2022年的收盘价和归母净利润增速为基础，计算出的市盈率（P/E）与表格中的数据最接近的是哪家公司？	万孚生物	安图生物	亚辉龙	圣湘生物	B
sdt	1651	data/figure/sdt/2024-03-11--生物制品-英诺特-呼吸道病原体POCT快检龙头，持续稳健增长可期_page18_图表33公司呼吸道病原体检测产品注册数量处于市场领先.jpg	如果将所有公司的呼吸道病原体联合检测产品注册证数量相加，总数是多少？	9	10	11	12	A
sdt	1652	data/figure/sdt/2024-03-10--电子元件-广合科技-广合科技投资价值分析报告：服务器PCB龙头，携手优质客户快速成长_page40_表22国内可比公司盈利能力对比.jpg	根据表格数据，2023年1-6月深南电路的毛利率为22.93%，请问其与行业均值相比如何？	高于行业均值	低于行业均值	等于行业均值	无法确定	B
sdt	1653	data/figure/sdt/2024-03-10--电子元件-广合科技-广合科技投资价值分析报告：服务器PCB龙头，携手优质客户快速成长_page50_表32公司DCF模型单位百万元.jpg	根据DCF模型，2025年的公司自由现金流（FCFF）是多少？	349.33	36.5	282.81	330.97	A
sdt	1654	data/figure/sdt/2024-03-10--消费电子-威贸电子-线束组件赛道欣欣向荣_page17_表6公司盈利预测.jpg	根据表格数据，2023年线束业务的收入增速为多少？	10.90%	15.00%	17.00%	21.50%	A
sdt	1655	data/figure/sdt/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page22_表6公司营收拆分单位亿元.jpg	根据表格数据，2023年差速器业务的毛利率比2022年提高了多少百分点？	4.15%	4.35%	4.55%	4.75%	A
sdt	1656	data/figure/sdt/2024-03-07--医疗器械-振德医疗-国内海外双轮驱动，“医疗+健康”引领长期发展_page23_表医用敷料公司横向比较.jpg	根据2023H1数据，振德医疗的研发费用率为3.6%，稳健医疗的研发费用率为4.6%，奥美医疗的研发费用率为2.7%，健尔康的研发费用率为3.6%。请问哪家公司的研发费用率最高？	振德医疗	稳健医疗	奥美医疗	健尔康	B
sdt	1657	data/figure/sdt/2024-03-07--医疗器械-振德医疗-国内海外双轮驱动，“医疗+健康”引领长期发展_page57_表振德医疗业务拆分及盈利预测.jpg	根据表格数据，2023年基础伤口护理的收入增长率与造口及现代伤口护理的收入增长率相比，哪个更高？	基础伤口护理	造口及现代伤口护理	两者相同	无法确定	B
sdt	1658	data/figure/sdt/2024-03-07--医疗器械-振德医疗-国内海外双轮驱动，“医疗+健康”引领长期发展_page49_表振德医疗主要原材料及能源采购金额情况.jpg	根据表格数据，2017年辅料采购金额占总采购金额的比例比2016年增加了多少百分点？	3.52%	4.08%	4.52%	5.08%	B
sdt	1659	data/figure/sdt/2024-03-06--酿酒行业-迎驾贡酒-核心产品高增延续，结构升级继续可期_page3_表2可比公司估值.jpg	根据表格数据，贵州茅台在2025年的预测归母净利润为多少亿元？	880	1,025	740	627	B
sdt	1660	data/figure/sdt/2024-03-06--航运港口-唐山港-公司深度报告：华北干散核心港口，业务稳健分红领跑_page19_表4港口板块历史股息率.jpg	如果投资者在2019年投资了所有列出的股票，到2022年哪只股票的平均股息率最高？	唐山港	青岛港	招商港口	上港集团	A
sdt	1661	data/figure/sdt/2024-03-06--航运港口-唐山港-公司深度报告：华北干散核心港口，业务稳健分红领跑_page21_表7唐山港可比估值表2024年3月5日.jpg	假设你是一名投资者，基于PB（LF）指标，哪只股票在2024年3月5日看起来最具投资价值？	青岛港	宁波港	招商港口	秦港股份	C
sdt	1662	data/figure/sdt/2024-03-04--保险-新华保险-公司公告点评：新华1月保费点评：1月保费下滑或主要受银保业务影响_page1_表1上市保险公司估值及盈利预测.jpg	根据2023E的EV和P/EV数据，哪家公司的估值倍数最高？	中国平安-A	中国人寿-A	新华保险-A	中国太保-A	B
sdt	1663	data/figure/sdt/2024-03-04--专用设备-伟创电气-变频为基伺服为径，工控新锐海外拓展_page9_图12工控行业分下游同比增速情况.jpg	在2023年第一季度，包装行业的YoY增长率与2022年第一季度相比，变化了多少个百分点？	-19.00%	-16.00%	-17.00%	-18.00%	A
sdt	1664	data/figure/sdt/2024-03-04--专用设备-伟创电气-变频为基伺服为径，工控新锐海外拓展_page18_图32可比公司分地区毛利率情况.jpg	比较2022年伟创电气（国内）和伟创电气（海外）的毛利率差异，并选择正确的答案。	国内高0.5%	国内低0.5%	国内高1.5%	国内低1.5%	D
sdt	1665	data/figure/sdt/2024-03-03--生物制品-天坛生物-公司首次覆盖报告：筹建浆站陆续开采、高纯静丙上市贡献增量_page11_表2天坛生物分业务盈利预测假设.jpg	根据表格数据，2023年血液制品营收预计增长率为多少？	21.63%	21.62%	21.64%	21.65%	B
sdt	1666	data/figure/sdt/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page8_表5未来五年尼龙管路市场空间预测.jpg	根据预测，2025年新能源汽车的市场空间比传统燃油车多多少亿元？	95.36	94.36	96.36	97.36	A
sdt	1667	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page20_表1220162017年星宇股份产能情况.jpg	如果以2014年已有理论产能为基准，常州老工厂的产能利用率计算公式为（实际产量/理论产能）*100%，那么其2015年的产能利用率是多少？	88.60%	90%	85%	92%	A
sdt	1668	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page24_表182020年销量TOP30搭载LED前大灯的主要轿车车型.jpg	在2020年销售的车型中，哪款车的大灯配置从卤素升级到了LED，并且销量超过了20万辆？	本田雅阁	大众桑塔纳	丰田雷凌	宝马3系	A
sdt	1669	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page48_表322023年分车系代表性车型车灯配置情况DLP车灯.jpg	在所有车型中，哪款车的车身形式为SUV且价格区间最低？	问界M9	北京奔驰C级L	华仁运通HiPhi Z	长城汽车WEY VV6	D
sdt	1670	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page52_表362023年配备前格栅灯贯穿式前灯的车型情况.jpg	以下哪款车型在2023年的上险量最高？	理想 L7 Pro/Max/Air 版	小鹏 P5 21/24 款	比亚迪元 PLUS 22/23 款	红旗 HS7 22/23 款	A
sdt	1671	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page53_表38代表性车型内饰氛围灯配置情况.jpg	计算一下2022年销量超过20万辆的合资车型数量。	4	5	6	7	B
sdt	1672	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page64_表44星宇股份车灯市占率测算按照车灯销量口径.jpg	如果2022年全球汽车产量为8249.3万辆，且后组合灯销量为1458.5万只，那么每辆汽车平均需要多少个后组合灯？	0.177	0.18	0.175	0.178	A
sdt	1673	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page25_表192020年销量TOP30搭载LED前大灯的主要SUV车型.jpg	根据2020年销量TOP30搭载LED前大灯的主要SUV车型数据，哪款车型的销量最高？	日产奇骏	本田CR-V	大众途观L	奥迪Q5L	A
sdt	1674	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page47_表312023年分车系代表性车型车灯配置情况ADB车灯.jpg	在合资品牌中，哪款车型的车灯类型为高配矩阵式大灯且价格区间为25-45万元？	威然	途观 L	探岳	锋兰达	A
sdt	1675	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page54_表3920222025E全球及国内内饰氛围灯市场空间测算.jpg	2024年国内低端车型内饰氛围灯销量预计比2023年增长多少万套？	80万套	90万套	100万套	110万套	A
sdt	1676	data/figure/sdt/2024-02-29--化学制品-永和股份-周期与成长共振的氟化工一体化企业_page33_图表72可比公司估值.jpg	根据图表，永和股份在2023E的EPS预测值为多少？	0.41	0.64	0.66	1.1	C
sdt	1677	data/figure/sdt/2024-02-27--消费电子-飞荣达-深度报告：华为散热核心供应商，“服务器+AI终端”多重驱动_page30_表可比公司估值表2024223.jpg	根据表格数据，曙光数创在2023E的EPS为0.83元/股，其PE为53.14。请问曙光数创在2023E的股价应为多少？	44.37元	45.76元	46.89元	47.78元	A
sdt	1678	data/figure/sdt/2024-02-27--消费电子-飞荣达-深度报告：华为散热核心供应商，“服务器+AI终端”多重驱动_page23_表2023Q3中国个人电脑出货情况.jpg	假设2023Q3联想在台式机和笔记本市场的出货量增长率为-15%，而其市场份额为38%，那么其实际出货量比上一季度减少了多少千台？	638.7	788.7	838.7	938.7	A
sdt	1679	data/figure/sdt/2024-02-26--装修建材-喜临门-深度报告：多品牌联动，线上线下渠道快速发展_page18_表3公司主营产品产销情况.jpg	根据表格数据，2021年床垫的生产量比2020年增长了多少百分比？	29.27%	35.50%	27.00%	64.79%	A
sdt	1680	data/figure/sdt/2024-02-23--光伏设备-中信博-中信博深度报告：光伏支架乘海风，业绩触底绽新荣_page14_图全球主要市场跟踪支架出货量预测GW.jpg	根据预测，2023年至2027年全球主要跟踪支架市场中，哪个国家的复合年增长率（CAGR）最高？	美国	巴西	印度	中国	C
sdt	1681	data/figure/sdt/2024-02-23--光伏设备-中信博-中信博深度报告：光伏支架乘海风，业绩触底绽新荣_page23_表公司业务收入预测.jpg	假设2024年BIPV的营业成本占营业收入的比例与2023年相同，那么2024年的毛利润为多少亿元？	0.51	0.61	0.71	0.81	A
sdt	1682	data/figure/sdt/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page53_表20NMP新增产能梳理.jpg	2024年预计新增合成产能与回收产能之和最大的企业是哪家？	华鲁恒升	中润化学	晟捷新能源	晶瑞电材	C
sdt	1683	data/figure/sdt/2024-02-21--化肥行业-亚钾国际-境外钾盐开拓先行者，向世界级龙头迈进_page13_表6我国进口钾肥大合同价格及世界主要钾肥进口国地区进口价美元吨.jpg	根据表格数据，2011年下半年我国大合同价格比印度大合同价格高多少？	50美元/吨	70美元/吨	90美元/吨	100美元/吨	D
sdt	1684	data/figure/sdt/2024-02-20--通信服务-普天科技-深度报告：央企平台+产业卡位，市值重估与卫星放量预期共振_page36_no_caption.jpg	在图中列出的公司中，序号为23和24的两家公司的名称是什么？	安捷利（番禺）电子实业有限公司、珠海中京元盛电子科技有限公司	深南电路股份有限公司、生益电子股份有限公司	崇达技术股份有限公司、博敏电子股份有限公司	吉安满坤科技股份有限公司、浙江振有电子股份有限公司	A
sdt	1685	data/figure/sdt/2024-02-20--通信服务-普天科技-深度报告：央企平台+产业卡位，市值重估与卫星放量预期共振_page15_图表中国移动5G小基站集采中标结果.jpg	在单模扩展型皮站中，中标候选人联想（北京）有限公司的投标报价与深圳国人无线通信有限公司的投标报价相比，差额是多少？	-12,796,145.00元	-12,796,145.00元	-12,796,145.00元	-12,796,145.00元	A
sdt	1686	data/figure/sdt/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page25_表7尿素农需周期表.jpg	根据国内综合用肥需求量的变化趋势，哪个月份的需求量最大？	5月	6月	7月	8月	C
sdt	1687	data/figure/sdt/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page35_表13醋酸行业新增产能梳理.jpg	如果每吨产能的平均投资为10万元，2025年新增产能总投资额约为多少亿元？	4600	460	46	4.6	B
sdt	1688	data/figure/sdt/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page62_表22公司主营产品价格价差开工率库存及供需情况概览mathrmtextperthousand.jpg	根据表格信息，如果PA6的价差分位数为34%，且库存分位数为11%，那么其2023-2025年产能增速是多少？	16%	19%	21%	26%	B
sdt	1689	data/figure/sdt/2024-02-19--光学光电子-维信诺-首次覆盖：OLED上行周期量价齐升；ViP技术助力降本增效_page5_图6OLED平板PC项目.jpg	在所有列出的笔记本电脑中，哪一款具有最高的刷新率？	Acer Swift X 14	Asus ZenBook 14	LG Gram Style 14	Samsung Galaxy Book3 Pro	A
sdt	1690	data/figure/sdt/2024-02-18--农牧饲渔-万辰集团-公司更新报告：商业创新、供应链优化与降维竞争_page5_表1零食量贩相比线下其他渠道性价比更高相比线上体验感更好.jpg	如果以超市（永辉超市标价）为基准，哪款产品在便利店（罗森标价）的价格溢价最高？	可口可乐（罐装 330ml）	百事可乐（罐装 330ml）	Rio（330ml）	伊利牛奶（250ml 纯牛奶）	C
sdt	1691	data/figure/sdt/2024-02-18--计算机设备-诺瓦星云-技术变革驱动需求，视频显控龙头前景可期_page11_表8诺瓦星云境内外销售毛利率.jpg	根据表格数据，LED显示控制系统的境外毛利率在2019年至2022年间的变化趋势是什么？	逐年上升	逐年下降	先升后降	先降后升	D
sdt	1692	data/figure/sdt/2024-02-18--计算机设备-诺瓦星云-技术变革驱动需求，视频显控龙头前景可期_page9_表6诺瓦星云控股公司情况.jpg	根据表格数据，诺瓦星云控股的Novastar Europe在2022年的净利润为多少？	5.45亿元	-12.72亿元	4.86亿元	-43.14亿元	A
